Time,C4,C12,RLU,OD,RLU_OD,Phase
8,0.02,0.5,47962,0.931,51516.6487647691,followup
8,0.02,0.5,46387,0.921,50365.9066232356,followup
8,0.02,0.5,46321,0.896,51697.5446428571,followup
8,0.02,0.5,46828,0.899,52088.9877641824,followup
8,0.05,0,1266,1.076,1176.57992565056,followup
8,0.05,0,1595,1.088,1465.99264705882,followup
8,0.05,0,1767,1.089,1622.58953168044,followup
8,0.05,0,1834,1.089,1684.11386593205,followup
8,0.05,0,1775,1.111,1597.6597659766,followup
8,0.05,0,1724,1.098,1570.12750455373,followup
8,0.05,0.02,2072,1.054,1965.84440227704,followup
8,0.05,0.02,3850,1.042,3694.81765834933,followup
8,0.05,0.02,3516,1.035,3397.10144927536,followup
8,0.05,0.02,4062,1.052,3861.21673003802,followup
8,0.05,0.02,3762,1.036,3631.27413127413,followup
8,0.05,0.02,3427,1.05,3263.80952380952,followup
8,0.05,0.05,9882,0.995,9931.65829145729,followup
8,0.05,0.05,32947,0.863,38177.2885283893,followup
8,0.05,0.05,30243,0.896,33753.3482142857,followup
8,0.05,0.05,26313,0.939,28022.3642172524,followup
8,0.05,0.05,22228,0.924,24056.2770562771,followup
8,0.05,0.05,26410,0.882,29943.3106575964,followup
8,0.05,0.1,23074,0.893,25838.7458006719,followup
8,0.05,0.1,48218,0.903,53397.5636766334,followup
8,0.05,0.1,47481,0.926,51275.3779697624,followup
8,0.05,0.1,46888,0.924,50744.5887445887,followup
8,0.05,0.1,45149,0.911,49559.8243688255,followup
8,0.05,0.1,47256,0.916,51589.519650655,followup
8,0.05,0.2,31435,0.925,33983.7837837838,followup
8,0.05,0.2,51714,0.97,53313.4020618557,followup
8,0.05,0.2,52193,0.987,52880.4457953394,followup
8,0.05,0.2,53946,1.019,52940.1373895977,followup
8,0.05,0.2,52614,1.027,51230.7692307692,followup
8,0.05,0.2,52584,1.024,51351.5625,followup
8,0.05,0.5,39681,0.907,43749.7243660419,followup
8,0.05,0.5,56281,0.949,59305.5848261328,followup
8,0.05,0.5,56083,0.976,57462.0901639344,followup
8,0.05,0.5,55430,0.964,57500,followup
8,0.05,0.5,55108,0.95,58008.4210526316,followup
8,0.05,0.5,56557,0.92,61475,followup
8,0.1,0,1315,0.471,2791.93205944798,initial
8,0.1,0,1234,0.469,2631.13006396588,initial
8,0.1,0,1259,0.463,2719.22246220302,initial
8,0.1,0,1322,0.462,2861.47186147186,initial
8,0.1,0,1319,0.464,2842.6724137931,initial
8,0.1,0,1354,1.081,1252.54394079556,followup
8,0.1,0,2795,1.086,2573.66482504604,followup
8,0.1,0,2826,1.117,2529.99104744852,followup
8,0.1,0,2843,1.097,2591.61349134002,followup
8,0.1,0,2974,1.109,2681.69522091975,followup
8,0.1,0,3232,1.076,3003.71747211896,followup
8,0.1,0.02,2204,1.07,2059.81308411215,followup
8,0.1,0.02,5396,1.023,5274.68230694037,followup
8,0.1,0.02,4744,1.035,4583.57487922705,followup
8,0.1,0.02,4315,1.049,4113.44137273594,followup
8,0.1,0.02,5716,1.032,5538.75968992248,followup
8,0.1,0.02,4303,1.049,4102.00190657769,followup
8,0.1,0.05,12203,0.922,13235.3579175705,followup
8,0.1,0.05,48596,0.921,52764.3865363735,followup
8,0.1,0.05,47011,0.932,50440.9871244635,followup
8,0.1,0.05,45932,0.941,48811.9022316684,followup
8,0.1,0.05,44438,0.878,50612.7562642369,followup
8,0.1,0.05,46091,0.866,53222.8637413395,followup
8,0.1,0.1,32372,0.482,67161.8257261411,initial
8,0.1,0.1,36226,0.488,74233.606557377,initial
8,0.1,0.1,36282,0.49,74044.8979591837,initial
8,0.1,0.1,37372,0.491,76114.0529531568,initial
8,0.1,0.1,38746,0.485,79888.6597938144,initial
8,0.1,0.1,23198,0.891,26035.9147025814,followup
8,0.1,0.1,57471,1.03,55797.0873786408,followup
8,0.1,0.1,57339,1.039,55186.7179980751,followup
8,0.1,0.1,54908,1.039,52846.968238691,followup
8,0.1,0.1,57027,1.013,56295.1628825272,followup
8,0.1,0.1,57843,1.008,57383.9285714286,followup
8,0.1,0.2,34265,0.923,37123.5102925244,followup
8,0.1,0.2,61068,1.088,56128.6764705882,followup
8,0.1,0.2,57375,1.145,50109.1703056769,followup
8,0.1,0.2,58747,1.154,50907.2790294627,followup
8,0.1,0.2,56776,1.125,50467.5555555556,followup
8,0.1,0.2,56636,1.149,49291.5578764143,followup
8,0.1,0.5,52644,0.499,105498.997995992,initial
8,0.1,0.5,43461,0.482,90168.0497925311,initial
8,0.1,0.5,42260,0.478,88410.0418410042,initial
8,0.1,0.5,41729,0.473,88221.9873150106,initial
8,0.1,0.5,42729,0.469,91106.6098081024,initial
8,0.1,0.5,40763,0.992,41091.7338709677,followup
8,0.1,0.5,58557,1.143,51230.9711286089,followup
8,0.1,0.5,59854,1.142,52411.5586690018,followup
8,0.1,0.5,59938,1.153,51984.3885516045,followup
8,0.1,0.5,58931,1.166,50541.166380789,followup
8,0.1,0.5,62317,1.077,57861.6527390901,followup
8,0.1,1,45821,0.47,97491.4893617021,initial
8,0.1,1,48265,0.47,102691.489361702,initial
8,0.1,1,48768,0.473,103103.594080338,initial
8,0.1,1,49722,0.47,105791.489361702,initial
8,0.1,1,53373,0.478,111658.9958159,initial
8,0.1,2,62850,0.502,125199.203187251,initial
8,0.1,2,49607,0.463,107142.548596112,initial
8,0.1,2,45786,0.453,101072.847682119,initial
8,0.1,2,44160,0.451,97915.7427937916,initial
8,0.1,2,43708,0.444,98441.4414414414,initial
8,0.1,3,45059,0.443,101713.318284424,initial
8,0.1,3,46578,0.446,104434.977578475,initial
8,0.1,3,47700,0.447,106711.409395973,initial
8,0.1,3,48729,0.456,106861.842105263,initial
8,0.1,3,58964,0.49,120334.693877551,initial
8,0.1,4,66596,0.484,137595.041322314,initial
8,0.1,4,58546,0.453,129240.618101545,initial
8,0.1,4,52323,0.438,119458.904109589,initial
8,0.1,4,52280,0.442,118280.542986425,initial
8,0.1,4,52655,0.449,117271.714922049,initial
8,0.1,5,51487,0.431,119459.39675174,initial
8,0.1,5,51228,0.441,116163.265306122,initial
8,0.1,5,53298,0.453,117655.629139073,initial
8,0.1,5,55321,0.462,119742.424242424,initial
8,0.1,5,59101,0.459,128760.348583878,initial
8,0.2,0,1404,1.1,1276.36363636364,followup
8,0.2,0,7353,0.996,7382.53012048193,followup
8,0.2,0,6907,1.06,6516.03773584906,followup
8,0.2,0,7162,1.078,6643.78478664193,followup
8,0.2,0,6930,1.063,6519.28504233302,followup
8,0.2,0,6476,1.099,5892.6296633303,followup
8,0.2,0.02,1898,1.061,1788.87841658812,followup
8,0.2,0.02,7448,1.062,7013.18267419962,followup
8,0.2,0.02,7724,1.052,7342.20532319392,followup
8,0.2,0.02,8032,1.047,7671.44221585482,followup
8,0.2,0.02,7177,1.077,6663.88115134633,followup
8,0.2,0.02,7563,1.055,7168.72037914692,followup
8,0.2,0.05,3778,1.044,3618.77394636015,followup
8,0.2,0.05,46814,0.887,52777.9030439684,followup
8,0.2,0.05,44254,0.899,49225.8064516129,followup
8,0.2,0.05,43538,0.895,48645.8100558659,followup
8,0.2,0.05,42132,0.868,48539.1705069124,followup
8,0.2,0.05,45368,0.94,48263.829787234,followup
8,0.2,0.1,23396,0.894,26170.0223713647,followup
8,0.2,0.1,58369,1.024,57000.9765625,followup
8,0.2,0.1,59164,1.074,55087.5232774674,followup
8,0.2,0.1,61784,1.067,57904.404873477,followup
8,0.2,0.1,59327,1.061,55916.1168708765,followup
8,0.2,0.1,62012,0.999,62074.0740740741,followup
8,0.2,0.2,33848,0.93,36395.6989247312,followup
8,0.2,0.2,62720,1.118,56100.1788908766,followup
8,0.2,0.2,62801,1.169,53721.9846022241,followup
8,0.2,0.2,62934,1.181,53288.7383573243,followup
8,0.2,0.2,62224,1.172,53092.1501706485,followup
8,0.2,0.2,62105,1.167,53217.6520994002,followup
8,0.2,0.5,44761,1.005,44538.3084577114,followup
8,0.2,0.5,64837,1.067,60765.6982193065,followup
8,0.2,0.5,63325,1.066,59404.3151969981,followup
8,0.2,0.5,63016,1.068,59003.7453183521,followup
8,0.2,0.5,64035,1.077,59456.8245125348,followup
8,0.2,0.5,66193,1.05,63040.9523809524,followup
8,0.5,0,2071,0.469,4415.77825159915,initial
8,0.5,0,2116,0.491,4309.57230142566,initial
8,0.5,0,2273,0.506,4492.09486166008,initial
8,0.5,0,2379,0.508,4683.07086614173,initial
8,0.5,0,2380,0.502,4741.03585657371,initial
8,0.5,0,1298,1.097,1183.22698268004,followup
8,0.5,0,15346,0.756,20298.9417989418,followup
8,0.5,0,18136,0.841,21564.8038049941,followup
8,0.5,0,18646,0.731,25507.5239398085,followup
8,0.5,0,18260,0.907,20132.3042998897,followup
8,0.5,0,18137,0.867,20919.261822376,followup
8,0.5,0.02,1802,1.052,1712.92775665399,followup
8,0.5,0.02,27752,0.939,29554.8455804047,followup
8,0.5,0.02,27934,0.935,29875.935828877,followup
8,0.5,0.02,27416,0.911,30094.4017563117,followup
8,0.5,0.02,27485,0.922,29810.1952277657,followup
8,0.5,0.02,16796,1.037,16196.7213114754,followup
8,0.5,0.05,12023,0.956,12576.359832636,followup
8,0.5,0.05,64511,0.927,69591.1542610572,followup
8,0.5,0.05,62290,0.919,67780.1958650707,followup
8,0.5,0.05,60599,0.901,67257.4916759156,followup
8,0.5,0.05,58416,0.89,65635.9550561798,followup
8,0.5,0.05,60805,0.925,65735.1351351351,followup
8,0.5,0.1,58827,0.532,110577.067669173,initial
8,0.5,0.1,61363,0.539,113846.011131725,initial
8,0.5,0.1,64620,0.539,119888.682745826,initial
8,0.5,0.1,66387,0.541,122711.645101664,initial
8,0.5,0.1,66655,0.524,127204.198473282,initial
8,0.5,0.1,26512,0.893,29688.6898096305,followup
8,0.5,0.1,65263,1.02,63983.3333333333,followup
8,0.5,0.1,63844,1.051,60745.9562321598,followup
8,0.5,0.1,64162,1.055,60817.0616113744,followup
8,0.5,0.1,63275,1.032,61312.984496124,followup
8,0.5,0.1,64112,1.006,63729.6222664016,followup
8,0.5,0.2,37812,0.922,41010.8459869848,followup
8,0.5,0.2,63726,1.108,57514.440433213,followup
8,0.5,0.2,63718,1.134,56188.7125220459,followup
8,0.5,0.2,64945,1.103,58880.3263825929,followup
8,0.5,0.2,65819,1.094,60163.6197440585,followup
8,0.5,0.2,62861,1.091,57617.7818515124,followup
8,0.5,0.5,54400,0.489,111247.443762781,initial
8,0.5,0.5,51323,0.477,107595.387840671,initial
8,0.5,0.5,51524,0.475,108471.578947368,initial
8,0.5,0.5,50957,0.482,105719.917012448,initial
8,0.5,0.5,49524,0.475,104261.052631579,initial
8,0.5,0.5,48740,0.912,53442.9824561404,followup
8,0.5,0.5,61062,1.072,56960.8208955224,followup
8,0.5,0.5,61292,1.098,55821.4936247723,followup
8,0.5,0.5,60028,1.097,54720.1458523245,followup
8,0.5,0.5,58561,1.087,53873.9650413983,followup
8,0.5,0.5,59841,1.095,54649.3150684932,followup
8,0.5,1,50904,0.468,108769.230769231,initial
8,0.5,1,51314,0.469,109411.513859275,initial
8,0.5,1,53376,0.477,111899.371069182,initial
8,0.5,1,54494,0.478,114004.184100418,initial
8,0.5,1,59500,0.504,118055.555555556,initial
8,0.5,2,58351,0.492,118599.593495935,initial
8,0.5,2,54902,0.491,111816.700610998,initial
8,0.5,2,54859,0.488,112415.983606557,initial
8,0.5,2,55539,0.492,112884.146341463,initial
8,0.5,2,54829,0.487,112585.215605749,initial
8,0.5,3,51244,0.456,112377.192982456,initial
8,0.5,3,50773,0.46,110376.086956522,initial
8,0.5,3,52575,0.466,112821.888412017,initial
8,0.5,3,55095,0.471,116974.522292994,initial
8,0.5,3,57942,0.483,119962.732919255,initial
8,0.5,4,57946,0.483,119971.014492754,initial
8,0.5,4,54319,0.479,113400.835073069,initial
8,0.5,4,53806,0.477,112800.838574423,initial
8,0.5,4,53598,0.476,112600.840336134,initial
8,0.5,4,53183,0.472,112675.847457627,initial
8,0.5,5,52655,0.464,113480.603448276,initial
8,0.5,5,52647,0.467,112734.475374732,initial
8,0.5,5,52014,0.476,109273.109243697,initial
8,0.5,5,53024,0.465,114030.107526882,initial
8,0.5,5,56726,0.472,120182.203389831,initial
8,1,0,2447,0.495,4943.43434343434,initial
8,1,0,2271,0.473,4801.26849894292,initial
8,1,0,2317,0.467,4961.45610278373,initial
8,1,0,2242,0.467,4800.85653104925,initial
8,1,0,2323,0.466,4984.97854077253,initial
8,1,0.1,41971,0.479,87622.1294363257,initial
8,1,0.1,43820,0.476,92058.8235294118,initial
8,1,0.1,43928,0.48,91516.6666666667,initial
8,1,0.1,45101,0.474,95149.7890295359,initial
8,1,0.1,48679,0.487,99956.8788501027,initial
8,1,0.5,58582,0.5,117164,initial
8,1,0.5,48791,0.47,103810.638297872,initial
8,1,0.5,48416,0.475,101928.421052632,initial
8,1,0.5,48536,0.472,102830.508474576,initial
8,1,0.5,48360,0.466,103776.824034335,initial
8,1,1,47452,0.466,101828.326180257,initial
8,1,1,48963,0.472,103735.169491525,initial
8,1,1,48866,0.471,103749.469214437,initial
8,1,1,49152,0.461,106620.390455531,initial
8,1,1,55954,0.489,114425.357873211,initial
8,1,2,64664,0.505,128047.524752475,initial
8,1,2,50413,0.454,111041.850220264,initial
8,1,2,48452,0.468,103529.914529915,initial
8,1,2,47482,0.447,106223.713646532,initial
8,1,2,47360,0.448,105714.285714286,initial
8,1,3,48265,0.45,107255.555555556,initial
8,1,3,48630,0.446,109035.874439462,initial
8,1,3,49321,0.449,109846.325167038,initial
8,1,3,53295,0.458,116364.628820961,initial
8,1,3,61655,0.498,123805.220883534,initial
8,1,4,64927,0.463,140231.101511879,initial
8,1,4,62117,0.477,130224.318658281,initial
8,1,4,58598,0.469,124942.430703625,initial
8,1,4,56914,0.457,124538.29321663,initial
8,1,4,55480,0.453,122472.406181015,initial
8,1,5,56108,0.448,125241.071428571,initial
8,1,5,55919,0.454,123169.603524229,initial
8,1,5,56579,0.46,122997.826086957,initial
8,1,5,58127,0.463,125544.276457883,initial
8,1,5,68239,0.502,135934.262948207,initial
8,2,0,3129,0.493,6346.85598377282,initial
8,2,0,2802,0.47,5961.70212765958,initial
8,2,0,2813,0.465,6049.4623655914,initial
8,2,0,2781,0.468,5942.30769230769,initial
8,2,0,2815,0.461,6106.29067245119,initial
8,2,0.1,49255,0.489,100725.971370143,initial
8,2,0.1,49397,0.494,99993.9271255061,initial
8,2,0.1,50361,0.501,100520.958083832,initial
8,2,0.1,51577,0.502,102743.027888446,initial
8,2,0.1,54635,0.507,107761.34122288,initial
8,2,0.5,62223,0.518,120121.621621622,initial
8,2,0.5,53421,0.477,111993.710691824,initial
8,2,0.5,49672,0.468,106136.752136752,initial
8,2,0.5,50815,0.462,109989.177489177,initial
8,2,0.5,51335,0.464,110635.775862069,initial
8,2,1,52251,0.469,111409.381663113,initial
8,2,1,51102,0.465,109896.774193548,initial
8,2,1,47842,0.456,104916.666666667,initial
8,2,1,50500,0.468,107905.982905983,initial
8,2,1,54496,0.49,111216.326530612,initial
8,2,2,61724,0.487,126743.326488706,initial
8,2,2,52767,0.461,114462.039045553,initial
8,2,2,51625,0.456,113212.719298246,initial
8,2,2,50681,0.46,110176.086956522,initial
8,2,2,50179,0.46,109084.782608696,initial
8,2,3,49206,0.455,108145.054945055,initial
8,2,3,48970,0.453,108101.545253863,initial
8,2,3,49332,0.454,108660.792951542,initial
8,2,3,50206,0.46,109143.47826087,initial
8,2,3,52522,0.47,111748.936170213,initial
8,2,4,72346,0.511,141577.299412916,initial
8,2,4,57355,0.454,126332.599118943,initial
8,2,4,51203,0.436,117438.073394495,initial
8,2,4,50873,0.446,114065.022421525,initial
8,2,4,49675,0.446,111378.923766816,initial
8,2,5,50591,0.451,112175.166297118,initial
8,2,5,50673,0.45,112606.666666667,initial
8,2,5,51158,0.457,111943.107221007,initial
8,2,5,52172,0.458,113912.663755459,initial
8,2,5,55734,0.47,118582.978723404,initial
8,3,0,4305,0.517,8326.88588007737,initial
8,3,0,3621,0.488,7420.08196721311,initial
8,3,0,3279,0.469,6991.47121535181,initial
8,3,0,3037,0.441,6886.62131519274,initial
8,3,0,2965,0.452,6559.73451327434,initial
8,3,0.1,45477,0.475,95741.0526315789,initial
8,3,0.1,46502,0.476,97693.2773109244,initial
8,3,0.1,45833,0.479,95684.7599164927,initial
8,3,0.1,47044,0.48,98008.3333333333,initial
8,3,0.1,50291,0.488,103055.327868852,initial
8,3,0.5,88272,0.545,161966.972477064,initial
8,3,0.5,73001,0.515,141749.514563107,initial
8,3,0.5,60180,0.479,125636.743215031,initial
8,3,0.5,53587,0.453,118293.598233996,initial
8,3,0.5,51882,0.469,110622.601279318,initial
8,3,1,51073,0.461,110787.418655098,initial
8,3,1,51229,0.462,110885.281385281,initial
8,3,1,50692,0.46,110200,initial
8,3,1,49955,0.462,108127.705627706,initial
8,3,1,53887,0.47,114653.191489362,initial
8,3,2,96069,0.535,179568.224299065,initial
8,3,2,81173,0.514,157924.124513619,initial
8,3,2,72547,0.497,145969.818913481,initial
8,3,2,65760,0.48,137000,initial
8,3,2,58781,0.455,129189.010989011,initial
8,3,3,52868,0.438,120703.196347032,initial
8,3,3,51284,0.44,116554.545454545,initial
8,3,3,51957,0.444,117020.27027027,initial
8,3,3,52910,0.447,118366.890380313,initial
8,3,3,61400,0.498,123293.172690763,initial
8,3,4,109920,0.543,202430.939226519,initial
8,3,4,100581,0.537,187301.675977654,initial
8,3,4,90383,0.526,171830.798479087,initial
8,3,4,81733,0.509,160575.638506876,initial
8,3,4,73776,0.494,149344.129554656,initial
8,3,5,69843,0.482,144902.489626556,initial
8,3,5,65782,0.49,134248.979591837,initial
8,3,5,66089,0.484,136547.520661157,initial
8,3,5,69464,0.493,140900.60851927,initial
8,3,5,74799,0.506,147824.110671937,initial
8,4,0,3629,0.511,7101.76125244618,initial
8,4,0,3495,0.488,7161.88524590164,initial
8,4,0,3431,0.471,7284.50106157113,initial
8,4,0,3386,0.473,7158.56236786469,initial
8,4,0,3304,0.471,7014.86199575372,initial
8,4,0.1,51986,0.484,107409.090909091,initial
8,4,0.1,56894,0.504,112884.920634921,initial
8,4,0.1,57357,0.503,114029.821073559,initial
8,4,0.1,61451,0.524,117272.900763359,initial
8,4,0.1,69037,0.532,129768.796992481,initial
8,4,0.5,57382,0.504,113853.174603175,initial
8,4,0.5,50989,0.472,108027.542372881,initial
8,4,0.5,49947,0.478,104491.631799163,initial
8,4,0.5,49084,0.478,102686.192468619,initial
8,4,0.5,48822,0.473,103217.758985201,initial
8,4,1,50290,0.472,106546.610169492,initial
8,4,1,51898,0.47,110421.276595745,initial
8,4,1,53911,0.472,114218.220338983,initial
8,4,1,53682,0.474,113253.164556962,initial
8,4,1,63222,0.514,123000,initial
8,4,2,55539,0.478,116190.376569038,initial
8,4,2,52511,0.471,111488.322717622,initial
8,4,2,50804,0.471,107864.118895966,initial
8,4,2,50481,0.467,108096.359743041,initial
8,4,2,49819,0.459,108538.126361656,initial
8,4,3,49232,0.451,109161.862527716,initial
8,4,3,49622,0.451,110026.607538803,initial
8,4,3,50788,0.452,112362.831858407,initial
8,4,3,53101,0.45,118002.222222222,initial
8,4,3,65000,0.495,131313.131313131,initial
8,4,4,55958,0.476,117558.823529412,initial
8,4,4,51690,0.469,110213.219616205,initial
8,4,4,50053,0.464,107872.844827586,initial
8,4,4,50722,0.458,110746.72489083,initial
8,4,4,50876,0.456,111570.175438596,initial
8,4,5,50991,0.445,114586.516853933,initial
8,4,5,50856,0.443,114799.097065463,initial
8,4,5,51671,0.443,116638.826185102,initial
8,4,5,55364,0.441,125541.950113379,initial
8,4,5,68242,0.485,140705.154639175,initial
8,5,0,3971,0.498,7973.89558232932,initial
8,5,0,3622,0.465,7789.24731182796,initial
8,5,0,3372,0.457,7378.55579868709,initial
8,5,0,3530,0.458,7707.42358078603,initial
8,5,0,3759,0.455,8261.53846153846,initial
8,5,0.1,48940,0.47,104127.659574468,initial
8,5,0.1,48279,0.462,104500,initial
8,5,0.1,48535,0.46,105510.869565217,initial
8,5,0.1,54645,0.468,116762.820512821,initial
8,5,0.1,69843,0.513,136146.198830409,initial
8,5,0.5,55053,0.482,114217.842323651,initial
8,5,0.5,49250,0.471,104564.755838641,initial
8,5,0.5,48117,0.468,102814.102564103,initial
8,5,0.5,48112,0.464,103689.655172414,initial
8,5,0.5,50892,0.465,109445.161290323,initial
8,5,1,51599,0.447,115434.004474273,initial
8,5,1,52341,0.444,117885.135135135,initial
8,5,1,55406,0.457,121238.512035011,initial
8,5,1,62116,0.475,130770.526315789,initial
8,5,1,75866,0.512,148175.78125,initial
8,5,2,60761,0.478,127115.062761506,initial
8,5,2,49962,0.45,111026.666666667,initial
8,5,2,49972,0.446,112044.843049327,initial
8,5,2,49876,0.443,112586.90744921,initial
8,5,2,51068,0.439,116328.018223235,initial
8,5,3,30817,0.501,61510.9780439122,initial
8,5,3,32751,0.509,64343.8113948919,initial
8,5,3,34270,0.513,66803.1189083821,initial
8,5,3,36102,0.509,70927.3084479371,initial
8,5,3,42979,0.537,80035.3817504655,initial
8,5,4,70742,0.459,154122.004357298,initial
8,5,4,65572,0.464,141318.965517241,initial
8,5,4,64148,0.466,137656.652360515,initial
8,5,4,62510,0.457,136783.369803063,initial
8,5,4,62256,0.445,139901.123595506,initial
8,5,5,64962,0.462,140610.38961039,initial
8,5,5,66208,0.465,142382.795698925,initial
8,5,5,70110,0.475,147600,initial
8,5,5,74318,0.487,152603.696098563,initial
8,5,5,88751,0.53,167454.716981132,initial
9,0,0,1000,0.613,1631.32137030995,initial
9,0,0,988,0.605,1633.05785123967,initial
9,0,0,922,0.607,1518.94563426689,initial
9,0,0,977,0.61,1601.6393442623,initial
9,0,0,1128,0.612,1843.13725490196,initial
9,0,0,712,1.135,627.312775330396,followup
9,0,0,668,1.137,587.510993843448,followup
9,0,0,713,1.141,624.890446976337,followup
9,0,0,667,1.152,578.993055555556,followup
9,0,0,729,1.143,637.795275590551,followup
9,0,0,737,1.136,648.767605633803,followup
9,0,0.02,1157,1.109,1043.28223624887,followup
9,0,0.02,1195,1.103,1083.40888485947,followup
9,0,0.02,1173,1.101,1065.39509536785,followup
9,0,0.02,1171,1.098,1066.48451730419,followup
9,0,0.02,1210,1.102,1098.00362976407,followup
9,0,0.02,1309,1.115,1173.99103139013,followup
9,0,0.05,5005,1.062,4712.80602636535,followup
9,0,0.05,4720,0.999,4724.72472472473,followup
9,0,0.05,3599,1.056,3408.14393939394,followup
9,0,0.05,3756,1.047,3587.39255014327,followup
9,0,0.05,4360,1.037,4204.43587270974,followup
9,0,0.05,3805,1.066,3569.41838649156,followup
9,0,0.1,16457,0.64,25714.0625,initial
9,0,0.1,17613,0.661,26645.9909228442,initial
9,0,0.1,17960,0.659,27253.4142640364,initial
9,0,0.1,16876,0.651,25923.1950844854,initial
9,0,0.1,16526,0.6,27543.3333333333,initial
9,0,0.1,20956,0.904,23181.4159292035,followup
9,0,0.1,20953,0.957,21894.4618599791,followup
9,0,0.1,20950,0.98,21377.5510204082,followup
9,0,0.1,21793,0.955,22819.8952879581,followup
9,0,0.1,21826,0.941,23194.4739638682,followup
9,0,0.1,22083,0.96,23003.125,followup
9,0,0.2,27071,0.96,28198.9583333333,followup
9,0,0.2,29654,0.985,30105.5837563452,followup
9,0,0.2,30176,0.992,30419.3548387097,followup
9,0,0.2,30402,0.992,30647.1774193548,followup
9,0,0.2,29913,0.99,30215.1515151515,followup
9,0,0.2,29484,0.976,30209.0163934426,followup
9,0,0.5,22871,0.606,37740.9240924092,initial
9,0,0.5,22380,0.6,37300,initial
9,0,0.5,22616,0.596,37946.3087248322,initial
9,0,0.5,22908,0.591,38761.421319797,initial
9,0,0.5,23291,0.595,39144.5378151261,initial
9,0,0.5,40209,0.984,40862.8048780488,followup
9,0,0.5,39950,0.951,42008.4121976866,followup
9,0,0.5,40326,0.952,42359.243697479,followup
9,0,0.5,39250,0.967,40589.4519131334,followup
9,0,0.5,39500,0.962,41060.2910602911,followup
9,0,0.5,41252,0.952,43331.9327731092,followup
9,0,1,28751,0.613,46902.1207177814,initial
9,0,1,29293,0.624,46943.9102564103,initial
9,0,1,29850,0.627,47607.6555023923,initial
9,0,1,28882,0.627,46063.7958532695,initial
9,0,1,28418,0.638,44542.3197492163,initial
9,0,2,33211,0.586,56674.0614334471,initial
9,0,2,32161,0.593,54234.4013490725,initial
9,0,2,32219,0.597,53968.1742043551,initial
9,0,2,32566,0.581,56051.6351118761,initial
9,0,2,33872,0.576,58805.5555555556,initial
9,0,3,36469,0.623,58537.72070626,initial
9,0,3,37247,0.631,59028.5261489699,initial
9,0,3,37438,0.639,58588.4194053208,initial
9,0,3,37681,0.64,58876.5625,initial
9,0,3,37941,0.641,59190.3276131045,initial
9,0,4,35146,0.576,61017.3611111111,initial
9,0,4,33127,0.554,59796.0288808664,initial
9,0,4,33198,0.549,60469.9453551913,initial
9,0,4,33471,0.544,61527.5735294118,initial
9,0,4,34026,0.56,60760.7142857143,initial
9,0,5,40645,0.579,70198.6183074266,initial
9,0,5,41889,0.572,73232.5174825175,initial
9,0,5,42323,0.581,72845.0946643718,initial
9,0,5,42020,0.581,72323.5800344234,initial
9,0,5,41762,0.583,71632.9331046312,initial
9,0.02,0,723,1.126,642.095914742451,followup
9,0.02,0,925,1.129,819.309123117803,followup
9,0.02,0,914,1.125,812.444444444444,followup
9,0.02,0,937,1.135,825.550660792952,followup
9,0.02,0,930,1.132,821.554770318021,followup
9,0.02,0,937,1.137,824.098504837291,followup
9,0.02,0.02,1171,1.111,1054.00540054005,followup
9,0.02,0.02,1807,1.113,1623.53998203055,followup
9,0.02,0.02,2030,1.101,1843.77838328792,followup
9,0.02,0.02,2072,1.131,1832.00707338638,followup
9,0.02,0.02,1905,1.123,1696.34906500445,followup
9,0.02,0.02,2046,1.095,1868.49315068493,followup
9,0.02,0.05,11194,0.961,11648.2830385016,followup
9,0.02,0.05,40424,0.973,41545.7348406989,followup
9,0.02,0.05,38132,0.96,39720.8333333333,followup
9,0.02,0.05,37739,0.967,39026.8872802482,followup
9,0.02,0.05,35613,0.927,38417.4757281553,followup
9,0.02,0.05,35341,0.937,37717.1824973319,followup
9,0.02,0.1,21454,0.981,21869.5208970438,followup
9,0.02,0.1,40451,0.981,41234.4546381244,followup
9,0.02,0.1,40154,0.998,40234.4689378758,followup
9,0.02,0.1,39267,0.987,39784.1945288754,followup
9,0.02,0.1,37271,0.985,37838.578680203,followup
9,0.02,0.1,37341,0.972,38416.6666666667,followup
9,0.02,0.2,30042,0.984,30530.487804878,followup
9,0.02,0.2,43236,1.028,42058.3657587549,followup
9,0.02,0.2,42363,1.03,41129.1262135922,followup
9,0.02,0.2,41908,1.017,41207.4729596854,followup
9,0.02,0.2,41651,1.037,40164.8987463838,followup
9,0.02,0.2,40071,1.023,39170.0879765396,followup
9,0.02,0.5,39670,1.008,39355.1587301587,followup
9,0.02,0.5,47234,0.992,47614.9193548387,followup
9,0.02,0.5,46625,1.002,46531.9361277445,followup
9,0.02,0.5,45243,1.003,45107.6769690927,followup
9,0.02,0.5,44745,0.988,45288.4615384615,followup
9,0.02,0.5,46335,0.995,46567.8391959799,followup
9,0.05,0,701,1.138,615.992970123023,followup
9,0.05,0,1385,1.122,1234.40285204991,followup
9,0.05,0,1373,1.13,1215.04424778761,followup
9,0.05,0,1354,1.132,1196.11307420495,followup
9,0.05,0,1399,1.134,1233.6860670194,followup
9,0.05,0,1401,1.126,1244.22735346359,followup
9,0.05,0.02,1249,1.099,1136.48771610555,followup
9,0.05,0.02,2898,1.107,2617.88617886179,followup
9,0.05,0.02,3049,1.106,2756.78119349005,followup
9,0.05,0.02,3355,1.114,3011.66965888689,followup
