C4,RhlIPlus,RhlI(C12=0),RhlI(C12=0.4),RhlI(C12=0.8),RhlI(C12=1.2),RhlI(C12=1.6),RhlI(C12=2)
0.196,15073.622910083,50875.0853147531,106770.415168037,110197.892335722,111435.743352551,112074.245187526,112463.849995698
0.2,15313.3197402154,50894.8412983467,106790.17115163,110217.648319316,111455.499336144,112094.00117112,112483.605979292
0.204,15551.9538935666,50914.5096953625,106809.839548646,110237.316716332,111475.16773316,112113.669568136,112503.274376308
0.208,15789.5324214451,50934.0910869744,106829.420940258,110256.898107944,111494.749124772,112133.250959748,112522.85576792
0.212,16026.0623129124,50953.5860492258,106848.91590251,110276.393070195,111514.244087024,112152.745921999,112542.350730171
0.216,16261.5504954687,50972.9951530862,106868.32500637,110295.802174055,111533.653190884,112172.155025859,112561.759834031
0.22,16496.0038357289,50992.318964507,106887.648817791,110315.125985476,111552.977002305,112191.47883728,112581.083645452
0.224,16729.4291400901,51011.5580444762,106906.88789776,110334.365065445,111572.216082274,112210.717917249,112600.322725421
0.228,16961.8331553903,51030.712949073,106926.042802357,110353.519970042,111591.370986871,112229.872821846,112619.477630018
0.232,17193.2225695585,51049.7842295213,106945.114082805,110372.591250491,111610.442267319,112248.944102295,112638.548910467
0.236,17423.6040122563,51068.7724322426,106964.102285526,110391.579453212,111629.43047004,112267.932305016,112657.537113188
0.24,17652.9840555109,51087.678098908,106983.007952192,110410.485119877,111648.336136706,112286.837971681,112676.442779853
0.244,17881.36921434,51106.5017664898,107001.831619774,110429.308787459,111667.159804288,112305.661639263,112695.266447435
0.248,18108.7659473689,51125.2439673127,107020.573820596,110448.050988282,111685.90200511,112324.403840086,112714.008648258
0.252,18335.1806574391,51143.9052291033,107039.235082387,110466.712250073,111704.563266901,112343.065101877,112732.669910049
0.256,18560.6196922093,51162.4860750403,107057.815928324,110485.29309601,111723.144112838,112361.645947813,112751.250755986
0.26,18785.0893447489,51180.9870238029,107076.316877087,110503.794044772,111741.645061601,112380.146896576,112769.751704748
0.264,19008.5958541229,51199.4085896192,107094.738442903,110522.215610588,111760.066627417,112398.568462392,112788.173270564
0.268,19231.1454059707,51217.7512823141,107113.081135598,110540.558303283,111778.409320112,112416.911155087,112806.515963259
0.272,19452.7441330764,51236.015607356,107131.34546064,110558.822628325,111796.673645154,112435.175480129,112824.780288301
0.276,19673.3981159321,51254.2020659034,107149.531919187,110577.009086873,111814.860103701,112453.361938677,112842.966746849
0.28,19893.1133832941,51272.3111548507,107167.641008134,110595.11817582,111832.969192648,112471.471027624,112861.075835796
0.284,20111.895912732,51290.3433668735,107185.673220157,110613.150387843,111851.001404671,112489.503239647,112879.108047819
0.288,20329.751631171,51308.2991904731,107203.629043757,110631.106211442,111868.957228271,112507.459063246,112897.063871418
0.292,20546.6864154265,51326.1791100209,107221.508963305,110648.98613099,111886.837147819,112525.338982794,112914.943790966
0.296,20762.7060927334,51343.9836058017,107239.313459085,110666.790626771,111904.641643599,112543.143478575,112932.748286747
0.3,20977.8164412672,51361.7131540568,107257.043007341,110684.520175026,111922.371191855,112560.87302683,112950.477835002
0.304,21192.0231906595,51379.3682270266,107274.69808031,110702.175247996,111940.026264824,112578.5280998,112968.132907972
0.308,21405.3320225066,51396.9492929923,107292.279146276,110719.756313962,111957.60733079,112596.109165766,112985.713973938
0.312,21617.7485708719,51414.4568163175,107309.786669601,110737.263837287,111975.114854115,112613.616689091,113003.221497263
0.316,21829.2784227822,51431.8912574888,107327.221110773,110754.698278458,111992.549295287,112631.051130262,113020.655938434
0.32,22039.9271187168,51449.2530731565,107344.58292644,110772.060094126,112009.911110954,112648.41294593,113038.017754102
0.324,22249.7001530921,51466.5427161743,107361.872569458,110789.349737143,112027.200753972,112665.702588947,113055.30739712
0.328,22458.6029747388,51483.7606356387,107379.090488922,110806.567656608,112044.418673436,112682.920508412,113072.525316584
0.332,22666.6409873738,51500.907276928,107396.237130212,110823.714297897,112061.565314726,112700.067149701,113089.671957873
0.336,22873.8195500662,51517.9830817404,107413.312935024,110840.79010271,112078.641119538,112717.142954514,113106.747762686
0.34,23080.1439776975,51534.9884881322,107430.318341416,110857.795509101,112095.64652593,112734.148360905,113123.753169077
0.344,23285.6195414158,51551.9239305552,107447.253783839,110874.730951524,112112.581968353,112751.083803328,113140.6886115
0.348,23490.2514690852,51568.7898398938,107464.119693178,110891.596860863,112129.447877692,112767.949712667,113157.554520839
0.352,23694.0449457287,51585.5866435012,107480.916496785,110908.39366447,112146.244681299,112784.746516274,113174.351324446
0.356,23897.0051139664,51602.3147652358,107497.64461852,110925.121786205,112162.972803034,112801.474638009,113191.079446181
0.36,24099.1370744481,51618.9746254968,107514.304478781,110941.781646466,112179.632663294,112818.13449827,113207.739306442
0.364,24300.4458862804,51635.5666412593,107530.896494543,110958.373662229,112196.224679057,112834.726514033,113224.331322205
0.368,24500.936567449,51652.0912261095,107547.421079393,110974.898247079,112212.749263907,112851.251098883,113240.855907055
0.372,24700.6140952353,51668.5487902782,107563.878643562,110991.355811247,112229.206828076,112867.708663051,113257.313471223
0.376,24899.483406629,51684.9397406758,107580.26959396,111007.746761645,112245.597778474,112884.099613449,113273.704421621
0.38,25097.5493987339,51701.264480925,107596.594334209,111024.071501894,112261.922518723,112900.424353698,113290.02916187
0.384,25294.8169291711,51717.5234113944,107612.853264678,111040.330432364,112278.181449192,112916.683284168,113306.28809234
0.388,25491.2908164751,51733.716929231,107629.046782515,111056.5239502,112294.374967029,112932.876802004,113322.481610176
0.392,25686.9758404867,51749.8454283929,107645.175281677,111072.652449362,112310.503466191,112949.005301166,113338.610109338
0.396,25881.8767427406,51765.9092996805,107661.239152964,111088.71632065,112326.567337478,112965.069172454,113354.673980626
0.4,26075.9982268479,51781.9089307689,107677.238784053,111104.715951738,112342.566968567,112981.068803542,113370.673611714
0.404,26269.3449588753,51797.8447062386,107693.174559522,111120.651727208,112358.502744036,112997.004579012,113386.609387184
0.408,26461.9215677181,51813.7170076066,107709.04686089,111136.524028576,112374.375045404,113012.87688038,113402.481688552
0.412,26653.7326454702,51829.5262133564,107724.85606664,111152.333234326,112390.184251154,113028.68608613,113418.290894302
0.416,26844.7827477889,51845.2726989685,107740.602552252,111168.079719938,112405.930736766,113044.432571742,113434.037379914
0.42,27035.0763942555,51860.9568369501,107756.286690234,111183.763857919,112421.614874748,113060.116709723,113449.721517895
0.424,27224.6180687318,51876.5789968643,107771.908850148,111199.386017834,112437.237034662,113075.738869637,113465.34367781
0.428,27413.4122197124,51892.1395453591,107787.469398643,111214.946566328,112452.797583157,113091.299418132,113480.904226304
0.432,27601.4632606724,51907.6388461964,107802.96869948,111230.445867166,112468.296883994,113106.79871897,113496.403527142
0.436,27788.7755704116,51923.0772602798,107818.407113564,111245.884281249,112483.735298078,113122.237133053,113511.841941225
0.44,27975.3534933944,51938.4551456834,107833.784998967,111261.262166653,112499.113183481,113137.615018457,113527.219826629
0.444,28161.2013400853,51953.7728576786,107849.102710962,111276.579878648,112514.430895476,113152.932730452,113542.537538624
0.448,28346.3233872813,51969.030748762,107864.360602046,111291.837769731,112529.68878656,113168.190621535,113557.795429707
0.452,28530.7238784397,51984.2291686825,107879.559021966,111307.036189652,112544.88720648,113183.389041456,113572.993849628
0.456,28714.4070240026,51999.3684644677,107894.698317752,111322.175485437,112560.026502265,113198.528337241,113588.133145413
0.46,28897.377001717,52014.4489804506,107909.778833734,111337.25600142,112575.107018248,113213.608853224,113603.213661396
0.464,29079.6379569517,52029.4710582952,107924.800911579,111352.278079264,112590.129096093,113228.630931068,113618.23573924
0.468,29261.1940030106,52044.4350370231,107939.764890307,111367.242057992,112605.093074821,113243.594909796,113633.199717968
0.472,29442.0492214419,52059.3412530384,107954.671106322,111382.148274008,112619.999290836,113258.501125812,113648.105933984
0.476,29622.2076623437,52074.1900401531,107969.519893437,111396.997061122,112634.848077951,113273.349912926,113662.954721098
0.48,29801.673344667,52088.9817296119,107984.311582896,111411.788750581,112649.63976741,113288.141602385,113677.746410557
0.484,29980.4502565139,52103.7166501171,107999.046503401,111426.523671086,112664.374687915,113302.87652289,113692.481331062
0.488,30158.5423554335,52118.3951278528,108013.724981137,111441.202148822,112679.053165651,113317.555000626,113707.159808798
0.492,30335.9535687135,52133.0174865087,108028.347339792,111455.824507478,112693.675524306,113332.177359282,113721.782167454
0.496,30512.6877936694,52147.5840473043,108042.913900588,111470.391068274,112708.242085102,113346.743920077,113736.34872825
0.5,30688.7488979293,52162.0951290124,108057.424982296,111484.902149982,112722.75316681,113361.255001786,113750.859809958
0.504,30864.1407197165,52176.551047982,108071.880901266,111499.358068951,112737.20908578,113375.710920755,113765.315728927
0.508,31038.8670681282,52190.9521181617,108086.281971445,111513.759139131,112751.610155959,113390.111990935,113779.716799107
0.512,31212.9317234114,52205.2986511221,108100.628504406,111528.105672091,112765.95668892,113404.458523895,113794.063332067
0.516,31386.3384372352,52219.5909560784,108114.920809362,111542.397977048,112780.248993876,113418.750828852,113808.355637024
0.52,31559.0909329609,52233.8293399128,108129.159193197,111556.636360882,112794.487377711,113432.989212686,113822.594020858
0.524,31731.1929059078,52248.014107196,108143.34396048,111570.821128165,112808.672144994,113447.173979969,113836.778788141
0.528,31902.6480236173,52262.1455602095,108157.475413493,111584.952581179,112822.803598007,113461.305432983,113850.910241155
0.532,32073.4599261131,52276.2239989666,108171.55385225,111599.031019936,112836.882036764,113475.38387174,113864.988679912
0.536,32243.632226159,52290.2497212339,108185.579574518,111613.056742203,112850.907759032,113489.409594007,113879.014402179
0.54,32413.1685095133,52304.2230225521,108199.552875836,111627.030043521,112864.88106035,113503.382895325,113892.987703497
0.544,32582.0723351808,52318.144196257,108213.474049541,111640.951217226,112878.802234055,113517.30406903,113906.908877202
0.548,32750.3472356623,52332.0135334997,108227.343386783,111654.820554469,112892.671571297,113531.173406273,113920.778214445
0.552,32917.9967172,52345.8313232673,108241.161176551,111668.638344237,112906.489361065,113544.99119604,113934.596004213
0.556,33085.0242600217,52359.5978524026,108254.927705686,111682.404873372,112920.2558902,113558.757725176,113948.362533348
0.56,33251.4333185814,52373.3134056242,108268.643258908,111696.120426593,112933.971443422,113572.473278397,113962.078086569
0.564,33417.2273217974,52386.9782655459,108282.30811883,111709.785286515,112947.636303344,113586.138138319,113975.742946491
0.568,33582.4096732881,52400.5927126965,108295.92256598,111723.399733666,112961.250750494,113599.75258547,113989.357393642
0.572,33746.9837516044,52414.1570255384,108309.486878822,111736.964046508,112974.815063336,113613.316898312,114002.921706484
0.576,33910.9529104605,52427.6714804873,108323.001333771,111750.478501457,112988.329518285,113626.83135326,114016.436161433
0.58,34074.3204789615,52441.1363519303,108336.466205214,111763.9433729,113001.794389728,113640.296224703,114029.901032876
0.584,34237.0897618289,52454.5519122449,108349.881765529,111777.358933214,113015.209950043,113653.711785018,114043.31659319
0.588,34399.2640396232,52467.9184318173,108363.248285101,111790.725452787,113028.576469615,113667.07830459,114056.683112763
0.592,34560.8465689644,52481.2361790604,108376.566032344,111804.04320003,113041.894216858,113680.396051834,114070.000860006
0.596,34721.8405827499,52494.5054204319,108389.835273716,111817.312441401,113055.16345823,113693.665293205,114083.270101377
0.6,34882.2492903703,52507.726420452,108403.056273736,111830.533441421,113068.38445825,113706.886293225,114096.491101397
0.604,35042.0758779227,52520.8994417212,108416.229295005,111843.70646269,113081.557479519,113720.059314494,114109.664122666
0.608,35201.3235084214,52534.0247449374,108429.354598221,111856.831765907,113094.682782735,113733.184617711,114122.789425883
0.612,35359.9953220065,52547.1025889131,108442.432442197,111869.909609882,113107.760626711,113746.262461686,114135.867269858
0.616,35518.0944361507,52560.1332305927,108455.463083876,111882.940251562,113120.79126839,113759.293103366,114148.897911538
0.62,35675.6239458632,52573.1169250691,108468.446778353,111895.923946038,113133.774962867,113772.276797842,114161.881606014
0.624,35832.5869238916,52586.0539256002,108481.383778884,111908.860946569,113146.711963398,113785.213798373,114174.818606545
0.628,35988.986420922,52598.9444836258,108494.274336909,111921.751504595,113159.602521423,113798.104356399,114187.709164571
0.632,36144.8254657764,52611.7888487835,108507.118702067,111934.595869753,113172.446886581,113810.948721557,114200.553529729
0.636,36300.107065608,52624.5872689252,108519.917122209,111947.394289894,113185.245306723,113823.747141698,114213.35194987
0.64,36454.8342060952,52637.3399901324,108532.669843416,111960.147011102,113197.99802793,113836.499862906,114226.104671078
0.644,36609.0098516326,52650.0472567328,108545.377110017,111972.854277702,113210.705294531,113849.207129506,114238.811937678
0.648,36762.6369455203,52662.7093113152,108558.039164599,111985.516332284,113223.367349113,113861.869184088,114251.473992261
0.652,36915.7184101513,52675.3263947454,108570.656248029,111998.133415715,113235.984432543,113874.486267519,114264.091075691
0.656,37068.2571471967,52687.8987461811,108583.228599465,112010.70576715,113248.556783979,113887.058618954,114276.663427126
0.66,37220.2560377892,52700.4266030874,108595.756456371,112023.233624057,113261.084640885,113899.586475861,114289.191284033
0.664,37371.7179427046,52712.9102012514,108608.240054535,112035.717222221,113273.568239049,113912.070074025,114301.674882197
0.668,37522.6457025407,52725.3497747972,108620.679628081,112048.156795766,113286.007812595,113924.50964757,114314.114455742
0.672,37673.0421378955,52737.7455562006,108633.075409484,112060.55257717,113298.403593998,113936.905428974,114326.510237146
0.676,37822.9100495428,52750.0977763032,108645.427629587,112072.904797272,113310.755814101,113949.257649076,114338.862457248
0.68,37972.2522186058,52762.4066643274,108657.736517611,112085.213685297,113323.064702125,113961.566537101,114351.171345273
0.684,38121.0714067292,52774.6724478897,108670.002301173,112097.479468859,113335.330485687,113973.832320663,114363.437128835
0.688,38269.3703562498,52786.8953530155,108682.225206299,112109.702373985,113347.553390813,113986.055225789,114375.660033961
0.692,38417.1517903643,52799.0756041527,108694.405457436,112121.882625122,113359.73364195,113998.235476926,114387.840285098
0.696,38564.4184132967,52811.2134241853,108706.543277469,112134.020445154,113371.871461983,114010.373296958,114399.978105131
0.7,38711.1729104626,52823.3090344471,108718.638887731,112146.116055416,113383.967072245,114022.46890722,114412.073715392
0.704,38857.4179486329,52835.3626547355,108730.692508019,112158.169675705,113396.020692533,114034.522527509,114424.127335681
0.708,39003.1561760952,52847.374503324,108742.704356608,112170.181524293,113408.032541122,114046.534376097,114436.139184269
0.712,39148.3902228136,52859.3447969762,108754.67465026,112182.151817945,113420.002834774,114058.504669749,114448.109477921
0.716,39293.1227005867,52871.2737509585,108766.603604242,112194.080771928,113431.931788756,114070.433623732,114460.038431904
0.72,39437.3562032047,52883.1615790528,108778.491432337,112205.968600022,113443.819616851,114082.321451826,114471.926259998
0.724,39581.0933066039,52895.0084935696,108790.338346853,112217.815514539,113455.666531367,114094.168366343,114483.773174515
0.728,39724.3365690201,52906.8147053607,108802.144558644,112229.62172633,113467.472743158,114105.974578134,114495.579386306
0.732,39867.0885311407,52918.5804238311,108813.910277115,112241.3874448,113479.238461629,114117.740296604,114507.345104776
0.736,40009.3517162544,52930.3058569523,108825.635710236,112253.112877922,113490.96389475,114129.465729725,114519.070537898
0.74,40151.1286304004,52941.9912112737,108837.321064557,112264.798232243,113502.649249071,114141.151084047,114530.755892219
0.744,40292.421762515,52953.6366919353,108848.966545219,112276.443712904,113514.294729733,114152.796564708,114542.401372881
0.748,40433.233584578,52965.2425026793,108860.572355963,112288.049523648,113525.900540477,114164.402375452,114554.007183625
0.752,40573.566551756,52976.8088458623,108872.138699146,112299.615866832,113537.46688366,114175.968718635,114565.573526808
0.756,40713.4231025456,52988.3359224671,108883.665775751,112311.142943436,113548.993960265,114187.49579524,114577.100603412
0.76,40852.8056589148,52999.8239321138,108895.153785398,112322.630953083,113560.481969912,114198.983804887,114588.588613059
0.764,40991.7166264423,53011.2730730721,108906.602926356,112334.080094041,113571.93111087,114210.432945845,114600.037754017
0.768,41130.1583944561,53022.683542272,108918.013395556,112345.490563241,113583.34158007,114221.843415045,114611.448223217
0.772,41268.1333361709,53034.0555353156,108929.385388599,112356.862556285,113594.713573113,114233.215408089,114622.820216261
0.776,41405.643808823,53045.389246488,108940.719099772,112368.196267457,113606.047284286,114244.549119261,114634.153927433
0.78,41542.6921538051,53056.6848687684,108952.014722052,112379.491889738,113617.342906566,114255.844741542,114645.449549714
0.784,41679.2806967988,53067.9425938412,108963.272447125,112390.74961481,113628.600631639,114267.102466614,114656.707274787
0.788,41815.4117479067,53079.1626121067,108974.49246539,112401.969633076,113639.820649904,114278.32248488,114667.927293052
0.792,41951.0876017819,53090.3451126918,108985.674965976,112413.152133661,113651.00315049,114289.504985465,114679.109793637
0.796,42086.3105377576,53101.4902834608,108996.820136745,112424.29730443,113662.148321259,114300.650156234,114690.254964406
0.8,42221.0828199742,53112.5983110257,109007.928164309,112435.405331995,113673.256348823,114311.758183799,114701.362991971
0.804,42355.4066975061,53123.6693807569,109018.999234041,112446.476401726,113684.327418555,114322.82925353,114712.434061702
0.808,42489.2844044867,53134.7036767933,109030.033530077,112457.510697762,113695.361714591,114333.863549566,114723.468357739
0.812,42622.718160232,53145.7013820523,109041.031235336,112468.508403022,113706.35941985,114344.861254825,114734.466062998
0.816,42755.7101693636,53156.6626782406,109051.992531524,112479.46969921,113717.320716038,114355.822551014,114745.427359186
0.82,42888.2626219299,53167.5877458635,109062.917599147,112490.394766833,113728.245783661,114366.747618637,114756.352426809
0.824,43020.3776935263,53178.4767642351,109073.806617519,112501.283785204,113739.134802033,114377.636637008,114767.24144518
0.828,43152.0575454144,53189.3299114881,109084.659764772,112512.136932457,113749.987949286,114388.489784261,114778.094592433
0.832,43283.3043246398,53200.1473645835,109095.477217867,112522.954385553,113760.805402381,114399.307237357,114788.912045529
0.836,43414.1201641486,53210.9292993204,109106.259152604,112533.73632029,113771.587337118,114410.089172094,114799.693980266
0.84,43544.5071829032,53221.675890345,109117.005743629,112544.482911314,113782.333928143,114420.835763118,114810.44057129
0.844,43674.4674859965,53232.3873111606,109127.717164444,112555.19433213,113793.045348958,114431.547183934,114821.151992106
0.848,43804.0031647655,53243.0637341368,109138.393587421,112565.870755106,113803.721771935,114442.22360691,114831.828415082
0.852,43933.1162969031,53253.7053305184,109149.035183802,112576.512351488,113814.363368316,114452.865203292,114842.470011464
0.856,44061.8089465694,53264.312270435,109159.642123719,112587.119291404,113824.970308233,114463.472143208,114853.07695138
0.86,44190.0831645016,53274.8847229099,109170.214576194,112597.691743879,113835.542760708,114474.044595683,114863.649403855
0.864,44317.9409881233,53285.4228558688,109180.752709153,112608.229876838,113846.080893667,114484.582728642,114874.187536814
0.868,44445.3844416516,53295.9268361494,109191.256689433,112618.733857119,113856.584873947,114495.086708923,114884.691517095
0.872,44572.4155362048,53306.3968295092,109201.726682793,112629.203850478,113867.054867307,114505.556702282,114895.161510454
0.876,44699.0362699076,53316.8330006353,109212.162853919,112639.640021604,113877.491038433,114515.992873408,114905.597681581
0.88,44825.248627996,53327.2355131521,109222.565366436,112650.042534121,113887.89355095,114526.395385925,114916.000194097
0.884,44951.0545829211,53337.6045296305,109232.934382914,112660.4115506,113898.262567428,114536.764402404,114926.369210576
0.888,45076.456094452,53347.9402115962,109243.27006488,112670.747232565,113908.598249394,114547.100084369,114936.704892541
0.892,45201.4551097774,53358.2427195376,109253.572572821,112681.049740507,113918.900757335,114557.402592311,114947.007400483
