C12,LasIPlus,LasI(C4=0),LasI(C4=0.4),LasI(C4=0.8),LasI(C4=1.2),LasI(C4=1.6),LasI(C4=2)
1.132,100514.202859779,52629.9519323528,103702.656013254,105273.358984733,106234.779486872,106894.779614877,107377.658972233
1.136,100574.433046726,52661.0040745201,103733.708155422,105304.4111269,106265.83162904,106925.831757045,107408.7111144
1.14,100634.31324079,52691.8757751294,103764.579856031,105335.282827509,106296.703329649,106956.703457654,107439.582815009
1.144,100693.846483803,52722.5686024216,103795.272683323,105365.975654802,106327.396156941,106987.396284946,107470.275642301
1.148,100753.035782454,52753.0841065175,103825.788187419,105396.491158897,106357.911661037,107017.911789042,107500.791146397
1.152,100811.884108786,52783.4238196779,103856.127900579,105426.830872058,106388.251374198,107048.251502202,107531.130859558
1.156,100870.394400701,52813.5892565608,103886.293337462,105456.996308941,106418.41681108,107078.416939085,107561.296296441
1.16,100928.569562445,52843.5819144728,103916.285995374,105486.988966853,106448.409468992,107108.409596997,107591.288954353
1.164,100986.41246509,52873.4032736176,103946.107354519,105516.810325998,106478.230828137,107138.230956142,107621.110313497
1.168,101043.925947005,52903.0547973388,103975.75887824,105546.461849719,106507.882351858,107167.882479863,107650.761837219
1.172,101101.112814324,52932.5379323596,104005.242013261,105575.94498474,106537.365486879,107197.365614884,107680.244972239
1.176,101157.975841397,52961.8541090183,104034.55818992,105605.261161398,106566.681663538,107226.681791543,107709.561148898
1.18,101214.517771241,52991.0047414991,104063.708822401,105634.411793879,106595.832296019,107255.832424024,107738.711781379
1.184,101270.741315984,53019.9912280599,104092.695308961,105663.39828044,106624.81878258,107284.818910584,107767.69826794
1.188,101326.649157293,53048.8149512558,104121.519032157,105692.222003636,106653.642505775,107313.64263378,107796.521991136
1.192,101382.243946805,53077.4772781588,104150.18135906,105720.884330539,106682.304832678,107342.304960683,107825.184318039
1.196,101437.528306546,53105.9795605741,104178.683641476,105749.386612954,106710.807115094,107370.807243099,107853.686600454
1.2,101492.504829338,53134.3231352523,104207.027216154,105777.730187632,106739.150689772,107399.150817777,107882.030175132
1.204,101547.176079212,53162.509324099,104235.213405,105805.916376479,106767.336878619,107427.337006623,107910.216363979
1.208,101601.544591801,53190.5394343794,104263.243515281,105833.946486759,106795.366988899,107455.367116904,107938.246474259
1.212,101655.612874734,53218.4147589215,104291.118839823,105861.821811301,106823.242313441,107483.242441446,107966.121798801
1.216,101709.383408022,53246.136576314,104318.840657216,105889.543628694,106850.964130834,107510.964258839,107993.843616194
1.22,101762.858644435,53273.7061511021,104346.410232004,105917.113203482,106878.533705622,107538.533833627,108021.413190982
1.224,101816.041009879,53301.1247339798,104373.828814881,105944.53178636,106905.952288499,107565.952416504,108048.83177386
1.228,101868.932903757,53328.3935619791,104401.097642881,105971.800614359,106933.221116499,107593.221244504,108076.100601859
1.232,101921.536699338,53355.5138586558,104428.217939557,105998.920911036,106960.341413175,107620.34154118,108103.220898536
1.236,101973.854744102,53382.4868342729,104455.190915174,106025.893886653,106987.314388793,107647.314516797,108130.193874153
1.24,102025.889360098,53409.3136859802,104482.017766882,106052.72073836,107014.1412405,107674.141368505,108157.02072586
1.244,102077.642844282,53435.9955979916,104508.699678893,106079.402650372,107040.823152511,107700.823280516,108183.702637871
1.248,102129.117468859,53462.5337417595,104535.237822661,106105.940794139,107067.361296279,107727.361424284,108210.240781639
1.252,102180.315481611,53488.9292761461,104561.633357048,106132.336328526,107093.756830666,107753.756958671,108236.636316026
1.256,102231.239106229,53515.1833475919,104587.887428493,106158.590399972,107120.010902112,107780.011030116,108262.890387472
1.26,102281.89054263,53541.2970902822,104614.001171184,106184.704142662,107146.124644802,107806.124772807,108289.004130162
1.264,102332.27196728,53567.2716263098,104639.975707211,106210.67867869,107172.099180829,107832.099308834,108314.97866619
1.268,102382.385533498,53593.1080658364,104665.812146738,106236.515118216,107197.935620356,107857.935748361,108340.815105716
1.272,102432.233371771,53618.80750725,104691.511588151,106262.21455963,107223.63506177,107883.635189775,108366.51454713
1.276,102481.817590049,53644.3710373212,104717.075118223,106287.778089701,107249.198591841,107909.198719846,108392.078077201
1.28,102531.140274046,53669.7997313561,104742.503812258,106313.206783736,107274.627285876,107934.627413881,108417.506771236
1.284,102580.203487531,53695.0946533472,104767.798734249,106338.501705727,107299.922207867,107959.922335872,108442.801693227
1.288,102629.009272618,53720.2568561217,104792.960937023,106363.663908502,107325.084410641,107985.084538646,108467.963896002
1.292,102677.559650045,53745.2873814875,104817.991462389,106388.694433867,107350.114936007,108010.115064012,108492.994421367
1.296,102725.856619459,53770.1872603772,104842.891341279,106413.594312757,107375.014814897,108035.014942902,108517.894300257
1.3,102773.902159684,53794.9575129895,104867.661593891,106438.364565369,107399.785067509,108059.785195514,108542.664552869
1.304,102821.698228995,53819.5991489286,104892.30322983,106463.006201309,107424.426703448,108084.426831453,108567.306188808
1.308,102869.246765385,53844.1131673414,104916.817248243,106487.520219721,107448.940721861,108108.940849866,108591.820207221
1.312,102916.549686824,53868.5005570524,104941.204637954,106511.907609432,107473.328111572,108133.328239577,108616.207596932
1.316,102963.608891517,53892.7622966967,104965.466377598,106536.169349077,107497.589851216,108157.589979221,108640.469336576
1.32,103010.426258163,53916.899354851,104989.603435753,106560.306407231,107521.726909371,108181.727037376,108664.606394731
1.324,103057.003646198,53940.9126901627,105013.616771064,106584.319742543,107545.740244682,108205.740372687,108688.619730042
1.328,103103.342896045,53964.803251476,105037.507332378,106608.210303856,107569.630805996,108229.630934001,108712.510291356
1.332,103149.445829356,53988.5719779581,105061.27605886,106631.979030338,107593.399532478,108253.399660483,108736.279017838
1.336,103195.314249251,54012.2197992211,105084.923880123,106655.626851601,107617.047353741,108277.047481746,108759.926839101
1.34,103240.949940551,54035.747635444,105108.451716346,106679.154687824,107640.575189964,108300.575317969,108783.454675324
1.344,103286.354670013,54059.1563974916,105131.860478393,106702.563449872,107663.983952011,108323.984080016,108806.863437371
1.348,103331.530186555,54082.4469870324,105155.151067934,106725.854039412,107687.274541552,108347.274669557,108830.154026912
1.352,103376.478221482,54105.6202966539,105178.324377555,106749.027349034,107710.447851174,108370.447979178,108853.327336534
1.356,103421.200488706,54128.6772099773,105201.381290879,106772.084262357,107733.504764497,108393.504892502,108876.384249857
1.36,103465.698684966,54151.618601769,105224.322682671,106795.025654149,107756.446156289,108416.446284294,108899.325641649
1.364,103509.974490039,54174.445338052,105247.149418954,106817.852390432,107779.272892572,108439.273020577,108922.152377932
1.368,103554.029566957,54197.1582762144,105269.862357116,106840.565328594,107801.985830734,108461.985958739,108944.865316094
1.372,103597.865562208,54219.7582651168,105292.462346018,106863.165317497,107824.585819636,108484.585947641,108967.465304997
1.376,103641.484105948,54242.2461451983,105314.9502261,106885.653197578,107847.073699718,108507.073827723,108989.953185078
1.38,103684.886812199,54264.6227485804,105337.326829482,106908.02980096,107869.4503031,108529.450431105,109012.32978846
1.384,103728.075279048,54286.8888991699,105359.592980071,106930.29595155,107891.716453689,108551.716581694,109034.59593905
1.388,103771.051088846,54309.0454127596,105381.749493661,106952.45246514,107913.872967279,108573.873095284,109056.752452639
1.392,103813.815808399,54331.0930971285,105403.79717803,106974.500149508,107935.920651648,108595.920779653,109078.800137008
1.396,103856.370989157,54353.0327521395,105425.736833041,106996.439804519,107957.860306659,108617.860434664,109100.739792019
1.4,103898.718167407,54374.8651698364,105447.569250738,107018.272222216,107979.692724356,108639.692852361,109122.572209716
1.404,103940.858864451,54396.5911345392,105469.295215441,107039.998186919,108001.418689059,108661.418817064,109144.298174419
1.408,103982.794586794,54418.2114229377,105490.915503839,107061.618475318,108023.038977457,108683.039105462,109165.918462818
1.412,104024.526826321,54439.7268041846,105512.430885086,107083.133856564,108044.554358704,108704.554486709,109187.433844064
1.416,104066.057060471,54461.1380399861,105533.842120888,107104.545092366,108065.965594506,108725.965722511,109208.845079866
1.42,104107.386752419,54482.4458846925,105555.149965594,107125.852937072,108087.273439212,108747.273567217,109230.152924572
1.424,104148.51735124,54503.651085386,105576.355166288,107147.058137766,108108.478639906,108768.478767911,109251.358125266
1.428,104189.450292083,54524.7543819687,105597.45846287,107168.161434349,108129.581936488,108789.582064493,109272.461421848
1.432,104230.186996335,54545.7565072482,105618.46058815,107189.163559628,108150.584061768,108810.584189773,109293.463547128
1.436,104270.728871789,54566.6581870227,105639.362267924,107210.065239403,108171.485741542,108831.485869547,109314.365226903
1.44,104311.077312803,54587.4601401644,105660.164221066,107230.867192544,108192.287694684,108852.287822689,109335.167180044
1.444,104351.233700461,54608.1630787022,105680.867159604,107251.570131082,108212.990633222,108872.990761227,109355.870118582
1.448,104391.199402732,54628.7677079027,105701.471788804,107272.174760283,108233.595262422,108893.595390427,109376.474747783
1.452,104430.975774621,54649.2747263501,105721.978807252,107292.68177873,108254.10228087,108914.102408875,109396.98176623
1.456,104470.564158329,54669.6848260258,105742.388906927,107313.091878406,108274.512380545,108934.51250855,109417.391865906
1.46,104509.965883397,54689.9986923855,105762.702773287,107333.405744765,108294.826246905,108954.82637491,109437.705732265
1.464,104549.182266861,54710.2170044366,105782.921085338,107353.624056817,108315.044558956,108975.044686961,109457.924044316
1.468,104588.214613391,54730.3404348132,105803.044515715,107373.747487193,108335.167989333,108995.168117338,109478.047474693
1.472,104627.064215446,54750.3696498512,105823.073730753,107393.776702231,108355.197204371,109015.197332376,109498.076689731
1.476,104665.732353407,54770.3053096617,105843.009390563,107413.712362042,108375.132864181,109035.132992186,109518.012349542
1.48,104704.220295722,54790.1480682034,105862.852149105,107433.555120583,108394.975622723,109054.975750728,109537.855108083
1.484,104742.529299047,54809.8985733543,105882.602654256,107453.305625734,108414.726127874,109074.726255879,109557.605613234
1.488,104780.660608378,54829.5574669819,105902.261547883,107472.964519362,108434.385021502,109094.385149506,109577.264506862
1.492,104818.615457188,54849.1253850134,105921.829465915,107492.532437393,108453.952939533,109113.953067538,109596.832424893
1.496,104856.395067561,54868.6029575032,105941.307038405,107512.010009883,108473.430512023,109133.430640028,109616.309997383
1.5,104894.000650323,54887.9908087017,105960.694889603,107531.397861082,108492.818363221,109152.818491226,109635.697848582
1.504,104931.433405167,54907.2895571211,105979.993638023,107550.696609501,108512.117111641,109172.117239646,109654.996597001
1.508,104968.694520788,54926.4998156017,105999.203896503,107569.906867982,108531.327370121,109191.327498126,109674.206855482
1.512,105005.785175004,54945.6221913765,106018.326272278,107589.029243756,108550.449745896,109210.449873901,109693.329231256
1.516,105042.70653488,54964.6572861351,106037.361367037,107608.064338515,108569.484840655,109229.48496866,109712.364326015
1.52,105079.459756851,54983.6056960873,106056.309776989,107627.012748467,108588.433250607,109248.433378612,109731.312735967
1.524,105116.045986846,55002.4680120249,106075.172092926,107645.875064405,108607.295566545,109267.295694549,109750.175051905
1.528,105152.466360402,55021.244819383,106093.948900285,107664.651871763,108626.072373903,109286.072501908,109768.951859263
1.532,105188.722002785,55039.9366983011,106112.640779203,107683.343750681,108644.764252821,109304.764380826,109787.643738181
1.536,105224.814029103,55058.5442236825,106131.248304584,107701.951276062,108663.371778202,109323.371906207,109806.251263562
1.54,105260.743544424,55077.067965253,106149.772046155,107720.475017633,108681.895519773,109341.895647778,109824.775005133
1.544,105296.511643886,55095.5084876197,106168.212568521,107738.91554,108700.336042139,109360.336170144,109843.2155275
1.548,105332.119412809,55113.8663503278,106186.570431229,107757.273402708,108718.693904847,109378.694032852,109861.573390208
1.552,105367.567926805,55132.1421079174,106204.846188819,107775.549160297,108736.969662437,109396.969790442,109879.849147797
1.556,105402.858251886,55150.3363099795,106223.040390881,107793.743362359,108755.163864499,109415.163992504,109898.043349859
1.56,105437.991444571,55168.4495012105,106241.153582112,107811.856553591,108773.27705573,109433.277183735,109916.15654109
1.564,105472.968551992,55186.4822214676,106259.186302369,107829.889273848,108791.309775987,109451.309903992,109934.189261347
1.568,105507.790611997,55204.4350058213,106277.139086723,107847.842058201,108809.262560341,109469.262688346,109952.142045701
1.572,105542.458653254,55222.308384609,106295.012465511,107865.715436989,108827.135939129,109487.136067134,109970.015424489
1.576,105576.973695349,55240.1028834872,106312.806964389,107883.509935867,108844.930438007,109504.930566012,109987.809923367
1.58,105611.336748892,55257.8190234827,106330.523104384,107901.226075863,108862.646578002,109522.646706007,110005.526063363
1.584,105645.548815609,55275.4573210438,106348.161401945,107918.864373424,108880.284875563,109540.285003568,110023.164360924
1.588,105679.610888444,55293.0182880902,106365.722368992,107936.42534047,108897.84584261,109557.845970615,110040.72532797
1.592,105713.523951652,55310.5024320628,106383.206512964,107953.909484443,108915.329986582,109575.330114587,110058.209471943
1.596,105747.288980898,55327.9102559724,106400.614336874,107971.317308352,108932.737810492,109592.737938497,110075.617295852
1.6,105780.906943344,55345.2422584479,106417.946339349,107988.649310828,108950.069812968,109610.069940972,110092.949298328
1.604,105814.378797749,55362.498933784,106435.203014686,108005.905986164,108967.326488304,109627.326616309,110110.205973664
1.608,105847.705494553,55379.6807719883,106452.38485289,108023.087824368,108984.508326508,109644.508454513,110127.387811868
1.612,105880.887975973,55396.7882588274,106469.492339729,108040.195311207,109001.615813347,109661.615941352,110144.495298707
1.616,105913.927176087,55413.8218758729,106486.525956774,108057.228928253,109018.649430393,109678.649558397,110161.528915753
1.62,105946.824020925,55430.7821005466,106503.486181448,108074.189152927,109035.609655066,109695.609783071,110178.489140426
1.624,105979.579428553,55447.6694061649,106520.373487066,108091.076458545,109052.496960685,109712.497088689,110195.376446045
1.628,106012.194309161,55464.4842619832,106537.188342885,108107.891314363,109069.311816503,109729.311944508,110212.191301863
1.632,106044.669565146,55481.2271332387,106553.93121414,108124.634185619,109086.054687758,109746.054815763,110228.934173119
1.636,106077.006091193,55497.8984811942,106570.602562096,108141.305533574,109102.726035714,109762.726163719,110245.605521074
1.64,106109.204774362,55514.4987631797,106587.202844081,108157.90581556,109119.326317699,109779.326445704,110262.205803059
1.644,106141.266494165,55531.0284326346,106603.732513536,108174.435485014,109135.855987154,109795.856115159,110278.735472514
1.648,106173.192122647,55547.4879391489,106620.19202005,108190.894991529,109152.315493669,109812.315621673,110295.194979029
1.652,106204.982524467,55563.877728504,106636.581809405,108207.284780884,109168.705283024,109828.705411029,110311.584768384
1.656,106236.638556975,55580.1982427128,106652.902323614,108223.605295093,109185.025797232,109845.025925237,110327.905282593
1.66,106268.161070286,55596.4499200598,106669.154000961,108239.85697244,109201.277474579,109861.277602584,110344.15695994
1.664,106299.550907361,55612.6331951398,106685.337276041,108256.04024752,109217.460749659,109877.460877664,110360.34023502
1.668,106330.808904081,55628.7484988969,106701.452579798,108272.155551277,109233.576053417,109893.576181421,110376.455538777
1.672,106361.935889317,55644.7962586631,106717.500339565,108288.203311043,109249.623813183,109909.623941188,110392.503298543
1.676,106392.932685009,55660.7768981954,106733.480979097,108304.183950575,109265.604452715,109925.60458072,110408.483938075
1.68,106423.800106235,55676.6908377136,106749.394918615,108320.097890094,109281.518392233,109941.518520238,110424.397877593
1.684,106454.538961283,55692.538493937,106765.242574839,108335.945546317,109297.366048457,109957.366176462,110440.245533817
1.688,106485.150051722,55708.3202801207,106781.024361022,108351.727332501,109313.14783464,109973.147962645,110456.027320001
1.692,106515.634172471,55724.0366060916,106796.740686993,108367.443658472,109328.864160611,109988.864288616,110471.743645971
1.696,106545.992111869,55739.6878782837,106812.391959185,108383.094930664,109344.515432803,110004.515560808,110487.394918164
1.7,106576.224651742,55755.2744997736,106827.978580675,108398.681552154,109360.102054293,110020.102182298,110502.981539653
1.704,106606.332567469,55770.7968703145,106843.500951216,108414.203922694,109375.624424834,110035.624552839,110518.503910194
1.708,106636.316628053,55786.2553863707,106858.959467272,108429.662438751,109391.08294089,110051.083068895,110533.962426251
1.712,106666.177596179,55801.6504411516,106874.354522053,108445.057493532,109406.477995671,110066.478123676,110549.357481031
1.716,106695.916228286,55816.9824246443,106889.686505546,108460.389477024,109421.809979164,110081.810107169,110564.689464524
1.72,106725.533274625,55832.2517236475,106904.955804549,108475.658776027,109437.079278167,110097.079406172,110579.958763527
1.724,106755.029479327,55847.458721803,106920.162802705,108490.865774183,109452.286276323,110112.286404328,110595.165761683
1.728,106784.405580463,55862.6037996288,106935.30788053,108506.010852009,109467.431354148,110127.431482153,110610.310839509
1.732,106813.662310102,55877.6873345501,106950.391415452,108521.09438693,109482.51488907,110142.515017075,110625.39437443
1.736,106842.800394381,55892.709700931,106965.413781833,108536.116753311,109497.537255451,110157.537383456,110640.416740811
1.74,106871.820553556,55907.6712701055,106980.375351007,108551.078322485,109512.498824625,110172.49895263,110655.378309985
1.744,106900.723502064,55922.572410408,106995.276491309,108565.979462788,109527.399964928,110187.400092932,110670.279450288
1.748,106929.509948586,55937.4134872034,107010.117568105,108580.820539583,109542.241041723,110202.241169728,110685.120527083
1.752,106958.180596098,55952.1948629172,107024.898943819,108595.601915297,109557.022417437,110217.022545442,110699.901902797
1.756,106986.736141934,55966.9168970649,107039.620977966,108610.323949445,109571.744451585,110231.744579589,110714.623936945
1.76,107015.177277838,55981.5799462811,107054.284027183,108624.986998661,109586.407500801,110246.407628806,110729.286986161
1.764,107043.504690025,55996.1843643485,107068.88844525,108639.591416728,109601.011918868,110261.012046873,110743.891404228
1.768,107071.71905923,56010.7305022261,107083.434583128,108654.137554606,109615.558056746,110275.558184751,110758.437542106
1.772,107099.821060768,56025.2187080772,107097.922788979,108668.625760457,109630.046262597,110290.046390602,110772.925747957
1.776,107127.811364584,56039.6493272977,107112.353408199,108683.056379678,109644.476881817,110304.477009822,110787.356367178
1.78,107155.69063531,56054.0227025432,107126.726783445,108697.429754923,109658.850257063,110318.850385068,110801.729742423
1.784,107183.459532313,56068.339173756,107141.043254657,108711.746226136,109673.166728276,110333.16685628,110816.046213636
1.788,107211.118709751,56082.5990781921,107155.303159094,108726.006130572,109687.426632712,110347.426760717,110830.306118072
1.792,107238.668816622,56096.8027504478,107169.506831349,108740.209802828,109701.630304967,110361.630432972,110844.509790328
1.796,107266.110496817,56110.9505224857,107183.654603387,108754.357574866,109715.778077005,110375.77820501,110858.657562365
1.8,107293.444389167,56125.0427236602,107197.746804562,108768.44977604,109729.87027818,110389.870406185,110872.74976354
1.804,107320.671127496,56139.079680744,107211.783761646,108782.486733124,109743.907235264,110403.907363269,110886.786720624
1.808,107347.791340665,56153.0617179524,107225.765798854,108796.468770332,109757.889272472,110417.889400477,110900.768757832
1.812,107374.805652629,56166.9891569688,107239.69323787,108810.396209349,109771.816711488,110431.816839493,110914.696196849
1.816,107401.714682475,56180.8623169691,107253.566397871,108824.269369349,109785.689871489,110445.689999494,110928.569356849
1.82,107428.519044476,56194.6815146465,107267.385595548,108838.088567026,109799.509069166,110459.509197171,110942.388554526
1.824,107455.219348136,56208.4470642349,107281.151145136,108851.854116615,109813.274618755,110473.274746759,110956.154104115
1.828,107481.816198233,56222.1592775334,107294.863358435,108865.566329913,109826.986832053,110486.986960058,110969.866317413
1.832,107508.310194871,56235.8184639295,107308.522544831,108879.225516309,109840.646018449,110500.646146454,110983.525503809
1.836,107534.70193352,56249.4249304225,107322.129011324,108892.831982802,109854.252484942,110514.252612947,110997.131970302
1.84,107560.992005061,56262.9789816463,107335.683062548,108906.386034026,109867.806536166,110527.806664171,111010.686021526
1.844,107587.180995834,56276.4809198924,107349.185000794,108919.887972272,109881.308474412,110541.308602417,111024.187959772
1.848,107613.269487678,56289.9310451321,107362.635126034,108933.338097512,109894.758599652,110554.758727657,111037.638085012
1.852,107639.258057972,56303.3296550389,107376.03373594,108946.736707419,109908.157209559,110568.157337563,111051.036694919
1.856,107665.147279686,56316.6770450106,107389.381125912,108960.084097391,109921.50459953,110581.504727535,111064.38408489
1.86,107690.937721413,56329.9735081907,107402.677589092,108973.380560571,109934.80106271,110594.801190715,111077.68054807
1.864,107716.629947418,56343.2193354898,107415.923416391,108986.62638787,109948.046890009,110608.047018014,111090.92637537
1.868,107742.224517675,56356.4148156073,107429.118896509,108999.821867987,109961.242370127,110621.242498132,111104.121855487
1.872,107767.72198791,56369.5602350519,107442.264315953,109012.967287432,109974.387789572,110634.387917576,111117.267274932
1.876,107793.12290964,56382.6558781627,107455.359959064,109026.062930543,109987.483432682,110647.483560687,111130.362918043
1.88,107818.427830214,56395.7020271293,107468.406108031,109039.109079509,110000.529581649,110660.529709654,111143.409067009
1.884,107843.637292851,56408.6989620124,107481.403042914,109052.106014392,110013.526516532,110673.526644537,111156.406001892
1.888,107868.751836678,56421.6469607637,107494.351041665,109065.054013144,110026.474515283,110686.474643288,111169.354000644
1.892,107893.771996771,56434.5462992458,107507.250380147,109077.953351626,110039.373853765,110699.37398177,111182.253339126
1.896,107918.698304193,56447.3972512517,107520.101332153,109090.804303632,110052.224805771,110712.224933776,111195.104291132
1.9,107943.531286027,56460.2000885241,107532.904169426,109103.607140904,110065.027643044,110725.027771049,111207.907128404
1.904,107968.271465421,56472.9550807748,107545.659161676,109116.362133155,110077.782635294,110737.782763299,111220.662120655
1.908,107992.919361616,56485.6624957035,107558.366576605,109129.069548083,110090.490050223,110750.490178228,111233.369535583
1.912,108017.475489988,56498.3225990165,107571.026679918,109141.729651396,110103.150153536,110763.150281541,111246.029638896
1.916,108041.940362085,56510.9356544451,107583.639735347,109154.342706825,110115.763208965,110775.76333697,111258.642694325
1.92,108066.314485655,56523.5019237643,107596.206004666,109166.908976144,110128.329478284,110788.329606289,111271.208963644
1.924,108090.598364691,56536.0216668105,107608.725747712,109179.42871919,110140.84922133,110800.849349335,111283.72870669
1.928,108114.792499459,56548.4951414997,107621.199222401,109191.90219388,110153.322696019,110813.322824024,111296.20218138
1.932,108138.897386532,56560.922603845,107633.626684747,109204.329656225,110165.750158365,110825.750286369,111308.629643725
1.936,108162.91351883,56573.3043079742,107646.008388876,109216.711360354,110178.131862494,110838.131990499,111321.011347854
1.94,108186.841385648,56585.6405061472,107658.344587049,109229.047558527,110190.468060667,110850.468188672,111333.347546027
1.944,108210.68147269,56597.9314487731,107670.635529675,109241.338501153,110202.759003293,110862.759131298,111345.638488653
1.948,108234.434262104,56610.177384427,107682.881465329,109253.584436807,110215.004938947,110875.005066952,111357.884424307
1.952,108258.100232515,56622.3785598668,107695.082640768,109265.785612247,110227.206114386,110887.206242391,111370.085599747
1.956,108281.679859052,56634.5352200501,107707.239300952,109277.94227243,110239.36277457,110899.362902575,111382.24225993
1.96,108305.173613386,56646.64760815,107719.351689051,109290.05466053,110251.47516267,110911.475290674,111394.35464803
1.964,108328.581963759,56658.7159655718,107731.420046473,109302.123017952,110263.543520091,110923.543648096,111406.423005452
1.968,108351.905375012,56670.7405319691,107743.444612871,109314.147584349,110275.568086489,110935.568214494,111418.447571849
1.972,108375.144308622,56682.721545259,107755.425626161,109326.128597639,110287.549099779,110947.549227784,111430.428585139
1.976,108398.299222727,56694.6592416387,107767.36332254,109338.066294019,110299.486796158,110959.486924163,111442.366281518
1.98,108421.370572159,56706.5538556001,107779.257936502,109349.96090798,110311.38141012,110971.381538125,111454.26089548
1.984,108444.358808473,56718.405619946,107791.109700847,109361.812672326,110323.233174466,110983.23330247,111466.112659826
1.988,108467.264379976,56730.2147658046,107802.918846706,109373.621818185,110335.042320324,110995.042448329,111477.921805684
1.992,108490.087731758,56741.9815226451,107814.685603547,109385.388575025,110346.809077165,111006.80920517,111489.688562525
1.996,108512.829305718,56753.7061182922,107826.410199194,109397.113170672,110358.533672812,111018.533800817,111501.413158172
2,108535.489540593,56765.3887789408,107838.092859842,109408.795831321,110370.21633346,111030.216461465,111513.095818821
